;Unnamed: 0.1;Unnamed: 0;Tweets;step01;tokens;final_tokens;step02;finalText_str;ProcessedText
32;32;32.0;Pola hidup yang kurang sehat diduga jadi penyebab utamanya. Seperti kurang gerak, tingkat stress tinggi, dan pola m… https://t.co/hOa1HCprxk;pola hidup yang kurang sehat diduga jadi penyebab utamanya seperti kurang gerak tingkat stress tinggi dan pola cohoahcpr;['pola', 'hidup', 'yang', 'kurang', 'sehat', 'diduga', 'jadi', 'penyebab', 'utamanya', 'seperti', 'kurang', 'gerak', 'tingkat', 'stress', 'tinggi', 'dan', 'pola', 'cohoahcpr'];['pola', 'hidup', 'yang', 'kurang', 'sehat', 'diduga', 'jadi', 'penyebab', 'utamanya', 'seperti', 'kurang', 'gerak', 'tingkat', 'stress', 'tinggi', 'dan', 'pola', 'cohoahcpr'];pola hidup yang kurang sehat diduga jadi penyebab utamanya seperti kurang gerak tingkat stress tinggi dan pola cohoahcpr;pola hidup yang kurang sehat diduga jadi penyebab utamanya seperti kurang gerak tingkat stress tinggi dan pola cohoahcpr;pola hidup kurang sehat duga jadi sebab utama kurang gerak tingkat stress tinggi pola cohoahcpr
33;33;33.0;Dalam beberapa dekade terakhir jumlah penderita dan jumlah kematian akibat penyakit kardiovaksukal terus meningkat.… https://t.co/TrKJcEqTA4;dalam beberapa dekade terakhir jumlah penderita dan jumlah kematian akibat penyakit kardiovaksukal terus meningkat cotrkjceqta;['dalam', 'beberapa', 'dekade', 'terakhir', 'jumlah', 'penderita', 'dan', 'jumlah', 'kematian', 'akibat', 'penyakit', 'kardiovaksukal', 'terus', 'meningkat', 'cotrkjceqta'];['dalam', 'beberapa', 'dekade', 'terakhir', 'jumlah', 'penderita', 'dan', 'jumlah', 'kematian', 'akibat', 'penyakit', 'kardiovaksukal', 'terus', 'meningkat', 'cotrkjceqta'];dalam beberapa dekade terakhir jumlah penderita dan jumlah kematian akibat penyakit kardiovaksukal terus meningkat cotrkjceqta;dalam beberapa dekade terakhir jumlah penderita dan jumlah kematian akibat penyakit kardiovaksukal terus meningkat cotrkjceqta;beberapa dekade akhir jumlah derita jumlah mati akibat sakit kardiovaksukal terus tingkat cotrkjceqta
34;34;34.0;"Jantung Sehat Untuk Semua 🫀

#Healthies, jantung adalah inti dari kesehatan dan kehidupanmu. Karenanya perlu kita j… https://t.co/oMLT1tLgzi";jantung sehat untuk semua jantung adalah inti dari kesehatan dan kehidupanmu karenanya perlu kita coomlttlgzi;['jantung', 'sehat', 'untuk', 'semua', 'jantung', 'adalah', 'inti', 'dari', 'kesehatan', 'dan', 'kehidupanmu', 'karenanya', 'perlu', 'kita', 'coomlttlgzi'];['jantung', 'sehat', 'untuk', 'semua', 'jantung', 'adalah', 'inti', 'dari', 'kesehatan', 'dan', 'kehidupanmu', 'karenanya', 'perlu', 'kita', 'coomlttlgzi'];jantung sehat untuk semua jantung adalah inti dari kesehatan dan kehidupanmu karenanya perlu kita coomlttlgzi;jantung sehat untuk semua jantung adalah inti dari kesehatan dan kehidupanmu karenanya perlu kita coomlttlgzi;jantung sehat semua jantung inti sehat hidup karena perlu coomlttlgzi
35;35;35.0;"#RilisSehat

250 Ribu Vaksin Meningitis Siap Awal Oktober @KemenkesRI 

https://t.co/eC92GyzOD0 https://t.co/kM7rBSV5DP";  ribu vaksin meningitis siap awal oktober kemenkesri coecgyzod cokmrbsvdp;['ribu', 'vaksin', 'meningitis', 'siap', 'awal', 'oktober', 'kemenkesri', 'coecgyzod', 'cokmrbsvdp'];['ribu', 'vaksin', 'meningitis', 'siap', 'awal', 'oktober', 'kemenkesri', 'coecgyzod', 'cokmrbsvdp'];ribu vaksin meningitis siap awal oktober kemenkesri coecgyzod cokmrbsvdp;ribu vaksin meningitis siap awal oktober kemenkesri coecgyzod cokmrbsvdp;ribu vaksin meningitis siap awal oktober kemenkesri coecgyzod cokmrbsvdp
36;36;36.0;"Hai #Healthies, 

@KemenkesRI membuka kesempatan untuk para nakes melakukan pengkinian data secara mandiri di laman… https://t.co/cLpo8YuzXx";hai kemenkesri membuka kesempatan untuk para nakes melakukan pengkinian data secara mandiri di laman coclpoyuz;['hai', 'kemenkesri', 'membuka', 'kesempatan', 'untuk', 'para', 'nakes', 'melakukan', 'pengkinian', 'data', 'secara', 'mandiri', 'di', 'laman', 'coclpoyuz'];['hai', 'kemenkesri', 'membuka', 'kesempatan', 'untuk', 'para', 'nakes', 'melakukan', 'pengkinian', 'data', 'secara', 'mandiri', 'di', 'laman', 'coclpoyuz'];hai kemenkesri membuka kesempatan untuk para nakes melakukan pengkinian data secara mandiri di laman coclpoyuz;hai kemenkesri membuka kesempatan untuk para nakes melakukan pengkinian data secara mandiri di laman coclpoyuz;hai kemenkesri buka sempat para nakes laku kini data mandiri laman coclpoyuz
37;37;37.0;"#RilisSehat

Stok Vaksin Meningitis bagi Jemaah Haji dan Umroh Diperbanyak @KemenkesRI 

https://t.co/H4gP3Toz7y https://t.co/RPkByO7CMU";stok vaksin meningitis bagi jemaah haji dan umroh diperbanyak kemenkesri cohgptozy corpkbyocmu;['stok', 'vaksin', 'meningitis', 'bagi', 'jemaah', 'haji', 'dan', 'umroh', 'diperbanyak', 'kemenkesri', 'cohgptozy', 'corpkbyocmu'];['stok', 'vaksin', 'meningitis', 'bagi', 'jemaah', 'haji', 'dan', 'umroh', 'diperbanyak', 'kemenkesri', 'cohgptozy', 'corpkbyocmu'];stok vaksin meningitis bagi jemaah haji dan umroh diperbanyak kemenkesri cohgptozy corpkbyocmu;stok vaksin meningitis bagi jemaah haji dan umroh diperbanyak kemenkesri cohgptozy corpkbyocmu;stok vaksin meningitis jemaah haji umroh banyak kemenkesri cohgptozy corpkbyocmu
38;38;38.0;"#Healthies, pernah ngak sih kalian dikasih obat antibiotik? 

Dan menurut kalian itu perlu di habisin atau engga? https://t.co/d2udGK4Ark";pernah ngak sih kalian dikasih obat antibiotik dan menurut kalian itu perlu di habisin atau engga codudgkark;['pernah', 'ngak', 'sih', 'kalian', 'dikasih', 'obat', 'antibiotik', 'dan', 'menurut', 'kalian', 'itu', 'perlu', 'di', 'habisin', 'atau', 'engga', 'codudgkark'];['pernah', 'ngak', 'sih', 'kalian', 'dikasih', 'obat', 'antibiotik', 'dan', 'menurut', 'kalian', 'itu', 'perlu', 'di', 'habisin', 'atau', 'engga', 'codudgkark'];pernah ngak sih kalian dikasih obat antibiotik dan menurut kalian itu perlu di habisin atau engga codudgkark;pernah ngak sih kalian dikasih obat antibiotik dan menurut kalian itu perlu di habisin atau engga codudgkark;pernah ngak kalian kasih obat antibiotik turut kalian perlu habisin engga codudgkark
39;39;39.0;"#RilisSehat

Penyakit Jantung Penyebab Utama Kematian, Kemenkes Perkuat Layanan Primer @KemenkesRI… https://t.co/Bf0DuCLx78";penyakit jantung penyebab utama kematian kemenkes perkuat layanan primer kemenkesri cobfducl;['penyakit', 'jantung', 'penyebab', 'utama', 'kematian', 'kemenkes', 'perkuat', 'layanan', 'primer', 'kemenkesri', 'cobfducl'];['penyakit', 'jantung', 'penyebab', 'utama', 'kematian', 'kemenkes', 'perkuat', 'layanan', 'primer', 'kemenkesri', 'cobfducl'];penyakit jantung penyebab utama kematian kemenkes perkuat layanan primer kemenkesri cobfducl;penyakit jantung penyebab utama kematian kemenkes perkuat layanan primer kemenkesri cobfducl;sakit jantung sebab utama mati kemenkes kuat layan primer kemenkesri cobfducl
40;40;40.0;"#RilisSehat 

Kemenkes Luncurkan Portal Pengkinian Data Nakes Terintegrasi @KemenkesRI 

https://t.co/6I4ntGjxJd https://t.co/8osVlhP7q3";kemenkes luncurkan portal pengkinian data nakes terintegrasi kemenkesri cointgj coosvlhpq;['kemenkes', 'luncurkan', 'portal', 'pengkinian', 'data', 'nakes', 'terintegrasi', 'kemenkesri', 'cointgj', 'coosvlhpq'];['kemenkes', 'luncurkan', 'portal', 'pengkinian', 'data', 'nakes', 'terintegrasi', 'kemenkesri', 'cointgj', 'coosvlhpq'];kemenkes luncurkan portal pengkinian data nakes terintegrasi kemenkesri cointgj coosvlhpq;kemenkes luncurkan portal pengkinian data nakes terintegrasi kemenkesri cointgj coosvlhpq;kemenkes luncur portal kini data nakes integrasi kemenkesri cointgj coosvlhpq
41;41;41.0;Rakyat Merdeka Award 2022 untuk Indonesia Pulih dan Bangkit merupakan bentuk apresiasi atas hasil kerja keras, sumb… https://t.co/L7s2FDUTfm;rakyat merdeka award   untuk indonesia pulih dan bangkit merupakan bentuk apresiasi atas hasil kerja keras sumb colsfdutfm;['rakyat', 'merdeka', 'award', 'untuk', 'indonesia', 'pulih', 'dan', 'bangkit', 'merupakan', 'bentuk', 'apresiasi', 'atas', 'hasil', 'kerja', 'keras', 'sumb', 'colsfdutfm'];['rakyat', 'merdeka', 'award', 'untuk', 'indonesia', 'pulih', 'dan', 'bangkit', 'merupakan', 'bentuk', 'apresiasi', 'atas', 'hasil', 'kerja', 'keras', 'sumb', 'colsfdutfm'];rakyat merdeka award untuk indonesia pulih dan bangkit merupakan bentuk apresiasi atas hasil kerja keras sumb colsfdutfm;rakyat merdeka award untuk indonesia pulih dan bangkit merupakan bentuk apresiasi atas hasil kerja keras sumb colsfdutfm;rakyat merdeka award indonesia pulih bangkit rupa bentuk apresiasi atas hasil kerja keras sumb colsfdutfm
42;42;42.0;"Menkes adalah satu dari 31 tokoh yg dianugerahi Rakyat Merdeka Award 2022

Tokoh-tokoh tersebut berasal dr berbagai… https://t.co/t8LZfHmFXk";menkes adalah satu dari   tokoh yg dianugerahi rakyat merdeka award   tokoh tokoh tersebut berasal dr berbagai cotlzfhmf;['menkes', 'adalah', 'satu', 'dari', 'tokoh', 'yg', 'dianugerahi', 'rakyat', 'merdeka', 'award', 'tokoh', 'tokoh', 'tersebut', 'berasal', 'dr', 'berbagai', 'cotlzfhmf'];['menkes', 'adalah', 'satu', 'dari', 'tokoh', 'yg', 'dianugerahi', 'rakyat', 'merdeka', 'award', 'tokoh', 'tokoh', 'tersebut', 'berasal', 'dr', 'berbagai', 'cotlzfhmf'];menkes adalah satu dari tokoh yg dianugerahi rakyat merdeka award tokoh tokoh tersebut berasal dr berbagai cotlzfhmf;menkes adalah satu dari tokoh yg dianugerahi rakyat merdeka award tokoh tokoh tersebut berasal dr berbagai cotlzfhmf;menkes satu tokoh anugerah rakyat merdeka award tokoh tokoh sebut asal dr bagai cotlzfhmf
43;43;43.0;Selamat kepada Pak @BudiGSadikin atas anugrah sebagai tokoh pemulihan krisis kesehatan dalam Rakyat Merdeka Awards… https://t.co/pGczsPhWwa;selamat kepada pak budigsadikin atas anugrah sebagai tokoh pemulihan krisis kesehatan dalam rakyat merdeka awards copgczsphwwa;['selamat', 'kepada', 'pak', 'budigsadikin', 'atas', 'anugrah', 'sebagai', 'tokoh', 'pemulihan', 'krisis', 'kesehatan', 'dalam', 'rakyat', 'merdeka', 'awards', 'copgczsphwwa'];['selamat', 'kepada', 'pak', 'budigsadikin', 'atas', 'anugrah', 'sebagai', 'tokoh', 'pemulihan', 'krisis', 'kesehatan', 'dalam', 'rakyat', 'merdeka', 'awards', 'copgczsphwwa'];selamat kepada pak budigsadikin atas anugrah sebagai tokoh pemulihan krisis kesehatan dalam rakyat merdeka awards copgczsphwwa;selamat kepada pak budigsadikin atas anugrah sebagai tokoh pemulihan krisis kesehatan dalam rakyat merdeka awards copgczsphwwa;selamat pak budigsadikin atas anugrah tokoh pulih krisis sehat rakyat merdeka awards copgczsphwwa
44;44;44.0;"Update Cakupan Vaksinasi COVID-19 di Indonesia (28/9)
 
#ayovaksin 
#SayaPilihSehat https://t.co/J9ohVe0y1x";update cakupan vaksinasi covid   di indonesia   cojohveyx;['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'cojohveyx'];['update', 'cakupan', 'vaksinasi', 'covid', 'di', 'indonesia', 'cojohveyx'];update cakupan vaksinasi covid di indonesia cojohveyx;update cakupan vaksinasi covid di indonesia cojohveyx;update cakup vaksinasi covid indonesia cojohveyx
45;45;45.0;"#Healthies, setiap 10 menit, satu orang meninggal karena rabies di dunia

Meski berakibat fatal, rabies bisa dicega… https://t.co/L7aASg7VTE";setiap   menit satu orang meninggal karena rabies di dunia meski berakibat fatal rabies bisa dicega colaasgvte;['setiap', 'menit', 'satu', 'orang', 'meninggal', 'karena', 'rabies', 'di', 'dunia', 'meski', 'berakibat', 'fatal', 'rabies', 'bisa', 'dicega', 'colaasgvte'];['setiap', 'menit', 'satu', 'orang', 'meninggal', 'karena', 'rabies', 'di', 'dunia', 'meski', 'berakibat', 'fatal', 'rabies', 'bisa', 'dicega', 'colaasgvte'];setiap menit satu orang meninggal karena rabies di dunia meski berakibat fatal rabies bisa dicega colaasgvte;setiap menit satu orang meninggal karena rabies di dunia meski berakibat fatal rabies bisa dicega colaasgvte;menit satu orang tinggal rabies dunia meski akibat fatal rabies dicega colaasgvte
46;46;46.0;"Update Situasi Terkini Perkembangan #COVID19 di Indonesia (28/9)
 
#LawanCovid19 #jagajarak #dirumahaja… https://t.co/oEH8w7bJf4";update situasi terkini perkembangan di indonesia   cooehwbjf;['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'cooehwbjf'];['update', 'situasi', 'terkini', 'perkembangan', 'di', 'indonesia', 'cooehwbjf'];update situasi terkini perkembangan di indonesia cooehwbjf;update situasi terkini perkembangan di indonesia cooehwbjf;update situasi kini kembang indonesia cooehwbjf
47;47;47.0;Buat #Healthies yang punya pertanyaan seputar penyakit jantung, siapkan pertanyaanmu dari sekarang dengan cara repl… https://t.co/TwnXr3yvhn;buat yang punya pertanyaan seputar penyakit jantung siapkan pertanyaanmu dari sekarang dengan cara repl cotwn;['buat', 'yang', 'punya', 'pertanyaan', 'seputar', 'penyakit', 'jantung', 'siapkan', 'pertanyaanmu', 'dari', 'sekarang', 'dengan', 'cara', 'repl', 'cotwn'];['buat', 'yang', 'punya', 'pertanyaan', 'seputar', 'penyakit', 'jantung', 'siapkan', 'pertanyaanmu', 'dari', 'sekarang', 'dengan', 'cara', 'repl', 'cotwn'];buat yang punya pertanyaan seputar penyakit jantung siapkan pertanyaanmu dari sekarang dengan cara repl cotwn;buat yang punya pertanyaan seputar penyakit jantung siapkan pertanyaanmu dari sekarang dengan cara repl cotwn;buat punya tanya putar sakit jantung siap tanya sekarang cara repl cotwn
48;48;48.0;"#Healthies, 1 dari 3 kematian di Indonesia disebabkan penyakit jantung. Penyebab &amp; gejalanya beragam. Ada yg terlih… https://t.co/kwrcWSw1Id";  dari   kematian di indonesia disebabkan penyakit jantung penyebab amp gejalanya beragam ada yg terlih cokwrcwswid;['dari', 'kematian', 'di', 'indonesia', 'disebabkan', 'penyakit', 'jantung', 'penyebab', 'amp', 'gejalanya', 'beragam', 'ada', 'yg', 'terlih', 'cokwrcwswid'];['dari', 'kematian', 'di', 'indonesia', 'disebabkan', 'penyakit', 'jantung', 'penyebab', 'amp', 'gejalanya', 'beragam', 'ada', 'yg', 'terlih', 'cokwrcwswid'];dari kematian di indonesia disebabkan penyakit jantung penyebab amp gejalanya beragam ada yg terlih cokwrcwswid;dari kematian di indonesia disebabkan penyakit jantung penyebab amp gejalanya beragam ada yg terlih cokwrcwswid;mati indonesia sebab sakit jantung sebab amp gejala agam yg terlih cokwrcwswid
49;49;49.0;"Nah, itu dia bahaya kelebihan konsumsi gula, garam dan lemak.

Mulai sekarang, yuk konsumsi GGL sesuai anjuran. Ing… https://t.co/tL47Kp7n8x";nah itu dia bahaya kelebihan konsumsi gula garam dan lemak mulai sekarang yuk konsumsi ggl sesuai anjuran ing cotlkpnx;['nah', 'itu', 'dia', 'bahaya', 'kelebihan', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'mulai', 'sekarang', 'yuk', 'konsumsi', 'ggl', 'sesuai', 'anjuran', 'ing', 'cotlkpnx'];['nah', 'itu', 'dia', 'bahaya', 'kelebihan', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'mulai', 'sekarang', 'yuk', 'konsumsi', 'ggl', 'sesuai', 'anjuran', 'ing', 'cotlkpnx'];nah itu dia bahaya kelebihan konsumsi gula garam dan lemak mulai sekarang yuk konsumsi ggl sesuai anjuran ing cotlkpnx;nah itu dia bahaya kelebihan konsumsi gula garam dan lemak mulai sekarang yuk konsumsi ggl sesuai anjuran ing cotlkpnx;nah dia bahaya lebih konsumsi gula garam lemak mulai sekarang yuk konsumsi ggl sesuai anjur ing cotlkpnx
50;50;50.0;"Melalui Permenkes ini, konsumsi GGL diatur. 

Dianjurkan asupan gula per hari tidak lebih dari 4 sendok makan gula,… https://t.co/5kUBqX2QCs";melalui permenkes ini konsumsi ggl diatur dianjurkan asupan gula per hari tidak lebih dari   sendok makan gula cokubq;['melalui', 'permenkes', 'ini', 'konsumsi', 'ggl', 'diatur', 'dianjurkan', 'asupan', 'gula', 'per', 'hari', 'tidak', 'lebih', 'dari', 'sendok', 'makan', 'gula', 'cokubq'];['melalui', 'permenkes', 'ini', 'konsumsi', 'ggl', 'diatur', 'dianjurkan', 'asupan', 'gula', 'per', 'hari', 'tidak', 'lebih', 'dari', 'sendok', 'makan', 'gula', 'cokubq'];melalui permenkes ini konsumsi ggl diatur dianjurkan asupan gula per hari tidak lebih dari sendok makan gula cokubq;melalui permenkes ini konsumsi ggl diatur dianjurkan asupan gula per hari tidak lebih dari sendok makan gula cokubq;lalu permenkes konsumsi ggl atur anjur asupan gula per hari lebih sendok makan gula cokubq
51;51;51.0;"Pemerintah turut mengatur konsumsi GGL di masyarakat

Salah satunya menerbitkan Permenkes No. 30 Tahun 2013 yang di… https://t.co/q2AyHCXt02";pemerintah turut mengatur konsumsi ggl di masyarakat salah satunya menerbitkan permenkes no   tahun   yang di coqayhc;['pemerintah', 'turut', 'mengatur', 'konsumsi', 'ggl', 'di', 'masyarakat', 'salah', 'satunya', 'menerbitkan', 'permenkes', 'no', 'tahun', 'yang', 'di', 'coqayhc'];['pemerintah', 'turut', 'mengatur', 'konsumsi', 'ggl', 'di', 'masyarakat', 'salah', 'satunya', 'menerbitkan', 'permenkes', 'no', 'tahun', 'yang', 'di', 'coqayhc'];pemerintah turut mengatur konsumsi ggl di masyarakat salah satunya menerbitkan permenkes no tahun yang di coqayhc;pemerintah turut mengatur konsumsi ggl di masyarakat salah satunya menerbitkan permenkes no tahun yang di coqayhc;perintah turut atur konsumsi ggl masyarakat salah satu terbit permenkes no tahun di coqayhc
52;52;52.0;"Caranya gimana? 

Mulai dari diri sendiri dulu yuk. 

Budayakan gaya hidup sehat dengan kurangi konsumsi gula, gara… https://t.co/iCFVTFm7lH";caranya gimana mulai dari diri sendiri dulu yuk budayakan gaya hidup sehat dengan kurangi konsumsi gula gara coicfvtfmlh;['caranya', 'gimana', 'mulai', 'dari', 'diri', 'sendiri', 'dulu', 'yuk', 'budayakan', 'gaya', 'hidup', 'sehat', 'dengan', 'kurangi', 'konsumsi', 'gula', 'gara', 'coicfvtfmlh'];['caranya', 'gimana', 'mulai', 'dari', 'diri', 'sendiri', 'dulu', 'yuk', 'budayakan', 'gaya', 'hidup', 'sehat', 'dengan', 'kurangi', 'konsumsi', 'gula', 'gara', 'coicfvtfmlh'];caranya gimana mulai dari diri sendiri dulu yuk budayakan gaya hidup sehat dengan kurangi konsumsi gula gara coicfvtfmlh;caranya gimana mulai dari diri sendiri dulu yuk budayakan gaya hidup sehat dengan kurangi konsumsi gula gara coicfvtfmlh;cara gimana mulai diri sendiri dulu yuk budaya gaya hidup sehat kurang konsumsi gula gara coicfvtfmlh
53;53;53.0;Angka kematian akibat PTM juga tinggi lho. Setiap tahunnya lebih dari 600.000 orang di Indonesia meninggal akibat P… https://t.co/sqeqpKGQMh;angka kematian akibat ptm juga tinggi lho setiap tahunnya lebih dari     orang di indonesia meninggal akibat cosqeqpkgqmh;['angka', 'kematian', 'akibat', 'ptm', 'juga', 'tinggi', 'lho', 'setiap', 'tahunnya', 'lebih', 'dari', 'orang', 'di', 'indonesia', 'meninggal', 'akibat', 'cosqeqpkgqmh'];['angka', 'kematian', 'akibat', 'ptm', 'juga', 'tinggi', 'lho', 'setiap', 'tahunnya', 'lebih', 'dari', 'orang', 'di', 'indonesia', 'meninggal', 'akibat', 'cosqeqpkgqmh'];angka kematian akibat ptm juga tinggi lho setiap tahunnya lebih dari orang di indonesia meninggal akibat cosqeqpkgqmh;angka kematian akibat ptm juga tinggi lho setiap tahunnya lebih dari orang di indonesia meninggal akibat cosqeqpkgqmh;angka mati akibat ptm tinggi lho tahun lebih orang indonesia tinggal akibat cosqeqpkgqmh
54;54;54.0;"Dalam 5 tahun terakhir, presentase PTM di Indonesia terus meningkat setiap tahunnya 

PTM termasuk dalam penyakit k… https://t.co/8FHaQgSPGV";dalam   tahun terakhir presentase ptm di indonesia terus meningkat setiap tahunnya ptm termasuk dalam penyakit cofhaqgspgv;['dalam', 'tahun', 'terakhir', 'presentase', 'ptm', 'di', 'indonesia', 'terus', 'meningkat', 'setiap', 'tahunnya', 'ptm', 'termasuk', 'dalam', 'penyakit', 'cofhaqgspgv'];['dalam', 'tahun', 'terakhir', 'presentase', 'ptm', 'di', 'indonesia', 'terus', 'meningkat', 'setiap', 'tahunnya', 'ptm', 'termasuk', 'dalam', 'penyakit', 'cofhaqgspgv'];dalam tahun terakhir presentase ptm di indonesia terus meningkat setiap tahunnya ptm termasuk dalam penyakit cofhaqgspgv;dalam tahun terakhir presentase ptm di indonesia terus meningkat setiap tahunnya ptm termasuk dalam penyakit cofhaqgspgv;tahun akhir presentase ptm indonesia terus tingkat tahun ptm masuk sakit cofhaqgspgv
55;55;55.0;#Healthies, tahukah kamu kurangnya kontrol konsumsi gula, garam dan lemak berkontribusi nyata terhadap terjadinya P… https://t.co/7toaHjggnk;tahukah kamu kurangnya kontrol konsumsi gula garam dan lemak berkontribusi nyata terhadap terjadinya cotoahjggnk;['tahukah', 'kamu', 'kurangnya', 'kontrol', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'berkontribusi', 'nyata', 'terhadap', 'terjadinya', 'cotoahjggnk'];['tahukah', 'kamu', 'kurangnya', 'kontrol', 'konsumsi', 'gula', 'garam', 'dan', 'lemak', 'berkontribusi', 'nyata', 'terhadap', 'terjadinya', 'cotoahjggnk'];tahukah kamu kurangnya kontrol konsumsi gula garam dan lemak berkontribusi nyata terhadap terjadinya cotoahjggnk;tahukah kamu kurangnya kontrol konsumsi gula garam dan lemak berkontribusi nyata terhadap terjadinya cotoahjggnk;tahu kamu kurang kontrol konsumsi gula garam lemak kontribusi nyata jadi cotoahjggnk
56;56;56.0;Yuk dukung pemulihan kesehatan, ekonomi dan pariwisata nasional dengan menyegerakan vaksinasi primer maupun booster… https://t.co/pp7ZV34Ch9;yuk dukung pemulihan kesehatan ekonomi dan pariwisata nasional dengan menyegerakan vaksinasi primer maupun booster coppzvch;['yuk', 'dukung', 'pemulihan', 'kesehatan', 'ekonomi', 'dan', 'pariwisata', 'nasional', 'dengan', 'menyegerakan', 'vaksinasi', 'primer', 'maupun', 'booster', 'coppzvch'];['yuk', 'dukung', 'pemulihan', 'kesehatan', 'ekonomi', 'dan', 'pariwisata', 'nasional', 'dengan', 'menyegerakan', 'vaksinasi', 'primer', 'maupun', 'booster', 'coppzvch'];yuk dukung pemulihan kesehatan ekonomi dan pariwisata nasional dengan menyegerakan vaksinasi primer maupun booster coppzvch;yuk dukung pemulihan kesehatan ekonomi dan pariwisata nasional dengan menyegerakan vaksinasi primer maupun booster coppzvch;yuk dukung pulih sehat ekonomi pariwisata nasional segera vaksinasi primer maupun booster coppzvch
57;57;57.0;Program vaksinasi WNA diberikan secara gratis mulai bulan September 2022 di fasilitas pelayanan kesehatan atau pos… https://t.co/qOby5RKh2y;program vaksinasi wna diberikan secara gratis mulai bulan <date> di fasilitas pelayanan kesehatan atau pos coqobyrkhy;['program', 'vaksinasi', 'wna', 'diberikan', 'secara', 'gratis', 'mulai', 'bulan', '<', 'date', '>', 'di', 'fasilitas', 'pelayanan', 'kesehatan', 'atau', 'pos', 'coqobyrkhy'];['program', 'vaksinasi', 'wna', 'diberikan', 'secara', 'gratis', 'mulai', 'bulan', '<', 'date', '>', 'di', 'fasilitas', 'pelayanan', 'kesehatan', 'atau', 'pos', 'coqobyrkhy'];program vaksinasi wna diberikan secara gratis mulai bulan < date > di fasilitas pelayanan kesehatan atau pos coqobyrkhy;program vaksinasi wna diberikan secara gratis mulai bulan < date > di fasilitas pelayanan kesehatan atau pos coqobyrkhy;program vaksinasi wna beri gratis mulai bulan date fasilitas layan sehat pos coqobyrkhy
58;58;58.0;"Mendukung pemulihan ekonomi &amp; pariwisata nasional, layanan vaksinasi COVID-19 diperluas

Kini Warga Negara Asing (W… https://t.co/8nxZjHpmek";mendukung pemulihan ekonomi amp pariwisata nasional layanan vaksinasi covid   diperluas kini warga negara asing con;['mendukung', 'pemulihan', 'ekonomi', 'amp', 'pariwisata', 'nasional', 'layanan', 'vaksinasi', 'covid', 'diperluas', 'kini', 'warga', 'negara', 'asing', 'con'];['mendukung', 'pemulihan', 'ekonomi', 'amp', 'pariwisata', 'nasional', 'layanan', 'vaksinasi', 'covid', 'diperluas', 'kini', 'warga', 'negara', 'asing', 'con'];mendukung pemulihan ekonomi amp pariwisata nasional layanan vaksinasi covid diperluas kini warga negara asing con;mendukung pemulihan ekonomi amp pariwisata nasional layanan vaksinasi covid diperluas kini warga negara asing con;dukung pulih ekonomi amp pariwisata nasional layan vaksinasi covid luas kini warga negara asing con
59;59;59.0;"#RilisSehat

Konsumsi Gula Berlebih, Waspadai Risikonya @KemenkesRI 

https://t.co/v7m0c6jytI https://t.co/e8if18Vb9K";konsumsi gula berlebih waspadai risikonya kemenkesri covmcjyti coeifvbk;['konsumsi', 'gula', 'berlebih', 'waspadai', 'risikonya', 'kemenkesri', 'covmcjyti', 'coeifvbk'];['konsumsi', 'gula', 'berlebih', 'waspadai', 'risikonya', 'kemenkesri', 'covmcjyti', 'coeifvbk'];konsumsi gula berlebih waspadai risikonya kemenkesri covmcjyti coeifvbk;konsumsi gula berlebih waspadai risikonya kemenkesri covmcjyti coeifvbk;konsumsi gula lebih waspada risiko kemenkesri covmcjyti coeifvbk
60;60;60.0;"#RilisSehat

Dukung Upaya Pemulihan ekonomi dan Pariwisata, Program Vaksinasi Diperluas Bagi WNA @KemenkesRI… https://t.co/QK5aS82z0J";dukung upaya pemulihan ekonomi dan pariwisata program vaksinasi diperluas bagi wna kemenkesri coqkaszj;['dukung', 'upaya', 'pemulihan', 'ekonomi', 'dan', 'pariwisata', 'program', 'vaksinasi', 'diperluas', 'bagi', 'wna', 'kemenkesri', 'coqkaszj'];['dukung', 'upaya', 'pemulihan', 'ekonomi', 'dan', 'pariwisata', 'program', 'vaksinasi', 'diperluas', 'bagi', 'wna', 'kemenkesri', 'coqkaszj'];dukung upaya pemulihan ekonomi dan pariwisata program vaksinasi diperluas bagi wna kemenkesri coqkaszj;dukung upaya pemulihan ekonomi dan pariwisata program vaksinasi diperluas bagi wna kemenkesri coqkaszj;dukung upaya pulih ekonomi pariwisata program vaksinasi luas wna kemenkesri coqkaszj
